ObjNum	OriginX	OriginY	OriginZ	Pitch	Roll	Yaw	Solid	Flags	FadeMinDist	FadeMaxDist	PropTypeEntry
53	1490	-3833	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
54	1490	-3705	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
55	1490	-3577	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
56	1490	-3193	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
57	1490	-3065	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
58	1490	-2937	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
59	1490	-2809	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
60	1490	-2681	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
61	1490	-2425	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
62	1490	-2297	666	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
63	2250	-4080	670,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
64	1994	-4080	670,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
65	1738	-4080	670,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
66	1610	-4080	670,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
67	2365,47	-2297	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
68	2365,47	-2425	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
69	2365,47	-2681	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
70	2365,47	-2809	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
71	2365,47	-2937	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
72	2365,47	-3065	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
73	2365,47	-3321	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
74	2365,47	-3449	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
75	2365,47	-3577	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
76	2365,47	-3705	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
77	2365,47	-3961	666	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
78	1607,83	-2176	666	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
79	1735,83	-2176	666	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
80	1863,83	-2176	666	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
81	2119,83	-2176	666	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
82	2247,83	-2176	666	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
83	2365,47	-2425	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
84	2365,47	-2297	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
85	2365,47	-2553	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
86	2365,47	-2681	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
87	2365,47	-2809	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
88	2365,47	-2937	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
89	2365,47	-3065	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
90	2365,47	-3449	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
91	2365,47	-3577	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
92	2365,47	-3705	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
93	2365,47	-3833	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
94	2365,47	-3961	475	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
95	2250	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
96	2122	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
97	1994	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
98	1866	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
99	1738	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
100	1610	-4080	479,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
101	1490	-3833	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
102	1490	-3705	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
103	1490	-3449	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
104	1490	-3321	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
105	1490	-3193	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
106	1490	-3065	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
107	1490	-2937	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
108	1490	-2681	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
109	1490	-2553	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
110	1490	-2425	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
111	1490	-2297	475	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
112	1607,83	-2176	475	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
113	1863,83	-2176	475	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
114	1991,83	-2176	475	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
115	2247,83	-2176	475	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
116	2365,47	-2425	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
117	2365,47	-2297	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
118	2365,47	-2553	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
119	2365,47	-2681	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
120	2365,47	-2809	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
121	2365,47	-2937	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
122	2365,47	-3065	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
123	2365,47	-3193	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
124	2365,47	-3321	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
125	2365,47	-3449	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
126	2365,47	-3705	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
127	2365,47	-3833	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
128	2365,47	-3961	289	0	180	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
129	2250	-4080	293,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
130	2122	-4080	293,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
131	1738	-4080	293,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
132	1610	-4080	293,428	0	90	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
133	1490	-3961	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
134	1490	-3833	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
135	1490	-3705	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
136	1490	-3577	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
137	1490	-3449	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
138	1490	-3321	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
139	1490	-3193	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
140	1490	-2937	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
141	1490	-2809	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
142	1490	-2681	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
143	1490	-2553	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
144	1490	-2297	289	0	0	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
145	1607,83	-2176	289	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
146	1863,83	-2176	289	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
147	2119,83	-2176	289	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
148	2247,83	-2176	289	0	270	0	6	0	0	0	models/scenery/structural/bradbury/sconce1.mdl
149	1507,51	-2483,39	746,14	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
150	2342,56	-2871,39	743,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
151	2058,56	-2178,39	551,14	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
152	2321,56	-2216,39	361,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
153	2068,51	-2476,39	174,14	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
154	2345,56	-3278,39	551,14	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
155	1593,51	-3012,59	361,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
156	1704,51	-3129,59	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
157	2316,56	-3482,39	-145,86	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
158	2123,51	-2273,39	743,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
159	1588,51	-3530,39	743,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
160	1922,51	-3698,39	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
161	2281,51	-3998,39	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
162	1665,56	-2532,59	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
163	2203,51	-3094,39	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
164	1582,51	-3630,39	174,138	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
165	1934,51	-2519,39	-145,862	0	0	0	6	16	0	0	models/scenery/trash/barrels/barrelf.mdl
166	1675	-2167	395	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
167	1931	-2167	395	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
168	2187	-2167	395	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
169	2178	-4091	395	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
170	1922	-4091	395	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
171	1666	-4091	395	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
172	1479	-3897	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
173	1479	-3641	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
174	1479	-3385	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
175	1479	-3129	399	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
176	1479	-2873	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
177	1479	-2617	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
178	1479	-2361	399	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
179	2178	-4091	209	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
180	1922	-4091	209	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
181	1666	-4091	209	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
182	1479	-3897	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
183	1479	-3641	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
184	1479	-3385	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
185	1479	-3129	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
186	1479	-2873	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
187	1479	-2617	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
188	1479	-2361	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
189	1675	-2167	209	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
190	1931	-2167	209	0	270	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
191	2187	-2167	209	0	90	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
192	2374	-2361	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
193	2374	-2617	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
194	2374	-2873	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
195	2374	-3129	213	0	180	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
196	2374	-3385	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
197	2374	-3641	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsa.mdl
198	2374	-3897	213	0	0	0	6	0	0	0	models/scenery/structural/bradbury/boardsb.mdl
199	1543	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
200	1671	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
201	1799	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
202	1927	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
203	2055	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
204	2183	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
205	2311	-2168	590,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
206	2373	-2231	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
207	2373	-2359	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
208	2373	-2487	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
209	2373	-2615	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
210	2373	-2743	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
211	2373	-2871	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
212	2373	-2999	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
213	2373	-3127	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
214	2373	-3255	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
215	2373	-3383	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
216	2373	-3511	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
217	2373	-3639	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
218	2373	-3767	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
219	2373	-3895	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
220	2373	-4023	590,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
221	2314	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
222	2186	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
223	2058	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
224	1930	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
225	1802	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
226	1674	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
227	1546	-4088	590	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
228	1482	-4025	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
229	1482	-3769	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
230	1482	-3641	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
231	1482	-3513	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
232	1482	-3385	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
233	1482	-3257	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
234	1482	-3129	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
235	1482	-3001	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
236	1482	-2873	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
237	1482	-2745	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
238	1482	-2617	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
239	1482	-2489	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
240	1482	-2361	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
241	1482	-2233	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
242	1482	-3897	590,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
243	1482	-3897	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
244	1482	-3769	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
245	1482	-3641	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
246	1482	-3513	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
247	1482	-3385	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
248	1482	-3257	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
249	1482	-3129	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
250	1482	-3001	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
251	1482	-2873	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
252	1482	-2745	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
253	1482	-2617	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
254	1482	-2489	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
255	1482	-2361	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
256	1482	-2233	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
257	1543	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
258	1671	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
259	1799	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
260	1927	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
261	2055	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
262	2183	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
263	2311	-2168	398,125	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
264	2373	-2231	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
265	2373	-2359	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
266	2373	-2487	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
267	2373	-2615	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
268	2373	-2743	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
269	2373	-2871	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
270	2373	-2999	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
271	2373	-3127	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
272	2373	-3255	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
